customer_id,transaction_id_nunique,transaction_amount_sum,transaction_amount_mean,transaction_amount_max,transaction_amount_min,item_category_nunique,anomaly_iso_txn,anomaly_svm_txn
663658ea,11,156.94,14.267272727272728,24.41,6.29,5,1,1
664ccc7d,14,1409.79,100.69928571428571,153.03,47.63,7,-1,-1
667fc53d,15,207.06,13.804,24.57,5.0,6,1,1
669fff3c,5,106.64,21.328,25.07,17.92,4,1,1
66b59e17,10,648.8,64.88,104.43,27.69,5,1,1
66ce9c5a,9,567.65,63.07222222222222,84.85,37.91,7,1,-1
67baaa7d,10,648.53,64.853,100.01,36.74,6,1,1
67ec5e45,13,1009.66,77.66615384615385,115.26,50.27,5,1,1
67feb7bf,12,836.22,69.685,107.95,17.2,6,1,1
6846c824,4,75.98,18.995,23.26,11.31,4,1,1
686db390,13,191.39,14.722307692307691,21.39,9.4,7,1,1
688ea22b,9,159.48,17.72,21.87,12.34,6,1,1
68999d1c,7,176.26,25.18,36.95,19.51,3,1,1
689cf5bc,14,427.14,30.509999999999998,51.36,13.63,7,1,1
69d3b88e,7,373.45,53.35,79.1,16.69,5,1,1
6a5a38e8,8,140.48000000000002,17.560000000000002,25.53,11.82,4,1,1
6a95c90b,7,280.2,40.028571428571425,70.17,16.59,4,1,1
6aaf4ab5,8,354.07,44.25875,65.53,16.39,4,1,1
6ab2e49c,13,649.51,49.96230769230769,80.15,19.03,7,1,1
6ac5f600,7,206.25,29.464285714285715,45.82,11.31,3,1,1
6aeff010,10,244.60999999999999,24.461,36.23,5.0,6,1,1
6b5c1159,8,285.65,35.70625,66.21,22.43,5,1,1
6b6b0425,7,107.45,15.35,20.27,9.46,5,1,1
6b741b0d,12,693.72,57.81,95.66,31.84,7,1,1
6b8b2c3c,13,205.33,15.794615384615385,24.11,5.95,4,1,-1
6be876aa,14,647.37,46.24071428571428,86.57,20.65,7,1,1
6c073435,10,162.2,16.22,23.97,5.0,5,1,1
6c07620a,7,304.48,43.49714285714286,58.99,34.23,6,1,-1
6c07ba5a,11,163.82999999999998,14.893636363636363,24.66,5.0,7,1,1
6c6dd112,14,428.7,30.62142857142857,41.86,17.91,6,1,1
6c854c31,3,82.56,27.52,36.11,14.03,3,1,1
6d3ea340,16,1326.11,82.881875,123.73,28.03,7,-1,1
6db1a39d,1,24.9,24.9,24.9,24.9,1,-1,-1
6db77f50,12,171.85,14.320833333333333,20.94,5.0,6,1,1
6e078108,11,168.91,15.355454545454545,21.36,8.32,5,1,1
6e10ccd1,10,904.18,90.41799999999999,131.24,49.32,6,1,1
6e4f8f53,12,179.88,14.99,22.71,6.92,5,1,1
6ed18d8b,12,669.69,55.807500000000005,92.06,5.0,5,1,1
6f3a579a,6,84.45,14.075000000000001,20.76,7.82,4,1,1
6f3caec6,15,1030.54,68.70266666666666,106.74,42.05,7,1,1
6fafd129,6,291.27,48.544999999999995,77.11,5.0,5,1,1
6fbbc2be,11,497.68,45.24363636363636,59.3,27.02,5,1,1
6fe976ac,14,339.09000000000003,24.220714285714287,39.77,11.78,7,1,1
708fd4f2,17,773.71,45.512352941176474,60.68,13.67,5,1,1
70cce195,8,612.21,76.52625,106.42,50.43,6,1,1
711edfa1,14,645.48,46.105714285714285,69.71,5.0,7,1,1
7120b011,9,110.09,12.232222222222223,16.66,5.0,7,1,-1
7171dd9e,12,495.78999999999996,41.31583333333333,76.4,27.0,5,1,1
7217b16a,6,271.02,45.169999999999995,61.24,14.52,4,1,1
72aadf4b,7,215.43,30.775714285714287,43.73,19.31,4,1,1
72b8f1cd,8,581.19,72.64875,94.69,36.99,4,1,1
7338d73f,15,1480.15,98.67666666666668,137.85,60.54,7,-1,-1
73b4a8a9,16,1007.74,62.98375,98.69,5.0,6,1,1
747fb22b,14,256.17,18.297857142857143,30.3,6.69,6,1,1
74969542,5,75.02000000000001,15.004000000000001,19.78,9.97,3,1,1
74ee2b95,16,251.6,15.725,28.02,9.71,7,1,1
74fedd36,14,578.52,41.32285714285714,58.28,27.04,6,1,1
75835028,10,776.32,77.632,143.0,27.92,5,1,1
75a24198,5,211.49,42.298,54.06,26.85,3,1,1
760f2940,14,230.76,16.482857142857142,27.57,6.05,6,1,1
7698bf76,9,128.26,14.25111111111111,20.33,8.42,5,1,1
76dbca2c,9,451.21999999999997,50.135555555555555,70.96,24.34,5,1,1
770a219d,11,439.56,39.96,95.14,5.0,6,1,1
777f2d6a,13,172.82,13.293846153846154,19.11,5.0,5,1,1
77983459,12,258.21,21.5175,32.95,7.96,5,1,1
779b0590,7,535.41,76.48714285714286,117.41,27.45,4,1,1
77bf43e4,12,188.51,15.709166666666667,23.81,5.93,5,1,1
786e177b,12,223.3,18.608333333333334,28.54,11.85,5,1,1
7886ada3,9,665.12,73.90222222222222,105.35,43.72,4,1,1
78a595f8,10,637.67,63.766999999999996,97.72,36.93,6,1,1
79310115,13,922.91,70.99307692307693,102.57,30.5,5,1,1
797d805c,8,191.51,23.93875,30.93,16.35,5,1,1
799ef16a,7,164.92000000000002,23.560000000000002,38.09,5.0,3,1,1
79efc825,7,436.4,62.34285714285714,94.9,34.9,2,1,1
7a57a5a1,9,150.73000000000002,16.74777777777778,23.16,8.99,4,1,1
7a7b509e,11,266.24,24.203636363636363,37.77,12.63,6,1,1
7b3778df,15,597.82,39.85466666666667,66.79,13.73,7,1,1
7b3943d7,11,344.66,31.332727272727276,41.76,18.0,7,1,1
7b9a46b6,10,168.03,16.803,25.72,7.53,6,1,1
7bfc842e,11,434.84,39.53090909090909,52.41,19.68,6,1,1
7c0d96b2,13,426.92,32.84,51.01,17.87,6,1,1
7c2b3797,15,450.44,30.029333333333334,50.87,15.28,5,1,1
7c48a528,2,31.35,15.675,16.93,14.42,2,-1,-1
7c57924d,2,64.57,32.285,33.11,31.46,1,-1,-1
7cbc0df1,5,278.90999999999997,55.782,66.57,40.15,4,1,1
7cc22bc4,12,167.77,13.980833333333335,24.78,7.33,5,1,1
7d36d433,7,138.7,19.814285714285713,29.98,15.23,5,1,1
7dec9ec4,7,134.7,19.24285714285714,22.02,14.02,3,1,1
7dfd9a17,6,488.57,81.42833333333333,112.85,63.47,5,1,1
7e58732d,11,326.88,29.716363636363635,45.37,14.06,5,1,1
7f00729e,7,114.41,16.344285714285714,21.63,5.79,5,1,1
7f6027dc,9,302.34,33.593333333333334,41.89,24.58,6,1,1
801fc6f7,9,459.59000000000003,51.06555555555556,78.73,20.91,5,1,1
8029d865,11,148.96,13.541818181818183,17.02,8.22,6,1,1
80379718,9,135.73,15.08111111111111,23.37,7.72,5,1,1
80a093cc,5,64.13,12.825999999999999,16.08,6.57,4,1,1
8100188c,8,347.9,43.4875,61.2,20.02,5,1,1
8170b75b,7,100.96000000000001,14.422857142857143,26.14,8.75,4,1,1
820c59d7,10,123.39,12.339,18.92,5.88,6,1,1
8220fa10,15,197.89,13.192666666666666,19.45,6.13,6,1,1
823a8777,10,446.08,44.608,61.65,23.3,6,1,1
828b3de0,11,574.88,52.26181818181818,76.53,32.39,6,1,1
82bbd4ed,15,592.98,39.532000000000004,52.83,6.95,6,1,1
82e9f0f1,13,185.21,14.246923076923078,23.86,5.0,6,1,1
82ebbccb,16,271.21,16.950625,27.97,7.95,5,1,1
8345190c,9,467.18,51.90888888888889,68.98,32.64,4,1,1
835b0b36,2,115.34,57.67,61.53,53.81,2,-1,-1
83b62694,12,423.66,35.305,63.28,10.11,5,1,1
83e3f0d8,10,467.98,46.798,69.74,16.56,4,1,1
83e4fde4,11,625.5699999999999,56.87,89.31,11.75,6,1,1
846ffb65,9,403.56,44.84,65.74,25.01,5,1,1
848d7121,8,145.06,18.1325,25.66,12.86,6,1,1
8495e923,4,60.650000000000006,15.162500000000001,20.16,12.13,3,1,1
84cce61c,4,139.14,34.785,39.36,29.29,2,1,1
84d6893b,9,137.9,15.322222222222223,22.07,6.71,4,1,1
852492a4,5,124.87,24.974,30.3,18.96,5,1,1
85b10421,12,174.12,14.51,22.53,5.0,6,1,1
86560c9d,12,225.79,18.815833333333334,31.21,9.41,5,1,1
86dbdb03,11,346.22,31.474545454545456,53.5,14.31,7,1,1
86e40349,14,175.89000000000001,12.56357142857143,19.84,5.0,7,1,1
8726c9cc,15,833.73,55.582,106.26,16.86,6,1,1
8731f6b8,9,144.53,16.058888888888887,22.11,10.55,7,1,1
8775683e,14,1484.31,106.02214285714285,144.18,73.91,7,-1,-1
87a7765a,9,353.56,39.284444444444446,61.12,15.29,5,1,1
87cb63f9,10,156.53,15.653,21.54,9.1,7,1,1
883f3a5c,6,83.41,13.901666666666666,23.63,5.0,3,1,1
8858dead,12,445.7,37.141666666666666,64.76,13.69,6,1,1
88a25f89,12,179.51,14.959166666666667,22.54,5.79,6,1,1
88d62a62,7,103.28,14.754285714285714,19.78,11.63,5,1,1
88dce103,8,441.03999999999996,55.129999999999995,90.87,28.85,5,1,1
89004318,12,176.44,14.703333333333333,23.34,9.64,5,1,1
8925a710,9,249.64,27.737777777777776,37.92,12.72,5,1,1
8928823b,13,886.3100000000001,68.17769230769231,95.17,37.44,7,1,1
8953c61b,8,210.23,26.27875,36.74,13.57,4,1,1
89705c9a,9,433.46,48.16222222222222,65.61,22.94,5,1,1
8996daee,8,297.77,37.22125,62.29,8.92,3,1,1
89f298a6,11,154.14,14.012727272727272,22.75,5.61,6,1,1
8a57f194,13,421.16,32.39692307692308,50.23,9.75,4,1,1
8a5b9599,13,173.99,13.383846153846154,20.33,5.81,6,1,1
8ae69396,12,610.1899999999999,50.84916666666666,77.1,33.62,6,1,1
8b5ddbbf,7,179.71,25.672857142857143,39.32,8.06,4,1,1
8b6ad83f,10,440.35,44.035000000000004,69.89,17.11,6,1,1
8b7d7687,9,570.87,63.43,98.17,38.91,7,1,1
8bb3377c,12,831.4200000000001,69.28500000000001,92.95,39.05,5,1,1
8be185b4,18,284.33,15.79611111111111,24.65,9.63,5,1,-1
8bf63f18,11,177.7,16.154545454545453,22.41,10.17,5,1,1
8c31ad3e,12,183.28,15.273333333333333,22.39,6.3,5,1,1
8c81741f,8,480.94,60.1175,82.32,35.04,5,1,1
8c9a8afe,10,136.49,13.649000000000001,18.46,7.56,5,1,1
8cc0e21f,10,301.81,30.181,60.19,12.53,6,1,1
8d062c54,7,784.58,112.08285714285715,170.3,66.69,4,-1,-1
8d15d09a,14,194.42000000000002,13.887142857142859,21.92,7.37,7,1,1
8d65a883,12,823.37,68.61416666666666,97.7,33.87,6,1,1
8de7a09b,14,753.71,53.83642857142858,65.56,40.89,7,1,-1
8de7bd3d,10,297.02,29.701999999999998,53.5,16.05,5,1,1
8e02c170,6,213.35,35.55833333333333,54.61,20.79,5,1,1
8e60e411,10,589.51,58.951,93.06,26.88,5,1,1
8e91a0af,11,241.82,21.983636363636364,31.41,8.14,5,1,1
8ef9a7ea,10,459.82,45.982,65.91,33.92,4,1,1
8faee8c8,12,268.99,22.415833333333335,30.07,13.46,4,1,1
90129547,8,307.78,38.4725,58.44,24.4,5,1,1
90144db2,12,182.17000000000002,15.180833333333334,26.64,5.0,5,1,1
9094e727,11,142.34,12.94,23.24,6.33,6,1,1
909a6456,7,263.82,37.68857142857143,62.17,27.35,5,1,1
90bf79a2,10,743.52,74.352,114.59,46.64,5,1,1
90c711f8,18,643.2,35.733333333333334,61.48,14.62,7,1,1
90e726e0,13,729.9399999999999,56.14923076923076,100.27,16.64,7,1,1
91532d30,15,1253.95,83.59666666666666,118.77,37.45,6,1,1
916e6cc1,11,436.75,39.70454545454545,57.66,15.96,5,1,1
91987a5b,19,291.97,15.36684210526316,24.82,5.0,7,1,-1
923155b0,10,406.68,40.668,50.65,16.96,7,1,1
9280d12c,9,108.77,12.085555555555555,21.24,7.17,4,1,1
92858d45,9,495.65,55.07222222222222,82.32,23.42,6,1,1
92ea069f,4,144.95,36.2375,39.53,30.89,3,1,1
92f82ba3,10,150.24,15.024000000000001,23.38,6.01,5,1,1
930a32a7,14,219.99,15.713571428571429,22.38,7.84,7,1,1
931ec19a,17,858.11,50.47705882352941,102.57,12.05,6,1,1
939a8c4a,8,97.91,12.23875,15.54,7.29,5,1,1
93c78391,10,504.75,50.475,71.69,28.96,6,1,1
93c93dff,9,146.9,16.322222222222223,20.83,10.24,5,1,1
93e63cbc,9,323.49,35.943333333333335,52.45,24.76,6,1,1
9411eec5,13,488.66,37.589230769230774,52.19,24.56,5,1,1
9414c872,10,128.98,12.898,22.95,6.23,5,1,1
9465d06d,8,213.37,26.67125,42.85,5.82,6,1,1
94a28fa5,7,82.55,11.792857142857143,16.43,8.01,6,1,1
94c7206f,10,179.25,17.925,26.58,12.37,7,1,1
94dc73b7,9,149.88,16.653333333333332,24.12,8.9,6,1,1
965ca6f7,10,136.06,13.606,26.12,5.0,6,1,1
965df976,6,97.93,16.32166666666667,21.87,10.66,3,1,1
9699232c,9,634.7,70.52222222222223,88.59,55.19,6,1,1
96b96046,13,847.97,65.22846153846154,102.61,22.34,5,1,1
96ea9ed7,6,81.82,13.636666666666665,23.79,6.95,4,1,1
96f7fd47,11,238.97,21.724545454545453,33.27,10.92,7,1,1
970f2cc2,9,178.11,19.790000000000003,25.06,8.69,4,1,1
97322e26,7,569.74,81.39142857142858,121.58,58.62,4,1,1
973c4b49,12,197.39,16.449166666666667,25.84,6.0,5,1,1
976e0f69,8,314.27,39.28375,53.5,21.77,4,1,1
9776cad9,14,632.98,45.212857142857146,87.85,5.0,6,1,1
97f83da0,8,506.87,63.35875,77.72,42.78,5,1,1
981eef0f,13,804.4200000000001,61.87846153846154,90.59,37.16,7,1,1
98348959,9,384.4,42.71111111111111,59.32,16.88,6,1,1
983939a5,16,1129.42,70.58875,113.0,43.66,6,1,1
983a6c8c,8,106.97,13.37125,18.78,6.91,4,1,1
988803c4,7,250.51000000000002,35.78714285714286,48.85,17.51,5,1,1
990a205b,9,395.88,43.986666666666665,62.74,23.06,5,1,1
991fe935,11,1050.89,95.53545454545456,124.78,45.95,6,1,1
999247a9,10,388.14,38.814,63.38,14.51,4,1,1
99b38b35,9,138.8,15.422222222222224,25.62,5.0,5,1,1
99ea48e5,6,85.29,14.215000000000002,21.96,7.34,5,1,1
9a47de2a,8,122.44999999999999,15.306249999999999,22.84,8.76,6,1,1
9a5e1ffe,7,120.33000000000001,17.19,22.17,7.04,4,1,1
9aa6adf7,4,141.22,35.305,59.26,16.2,4,1,1
9ae5a352,9,524.31,58.25666666666666,84.04,34.37,6,1,1
9ae99f3e,6,95.43,15.905000000000001,23.59,5.0,5,1,1
9b13d416,9,125.86,13.984444444444444,16.57,9.77,5,1,1
9be8ad1a,13,335.72,25.824615384615388,44.01,5.0,7,1,1
9c589cf1,9,243.26,27.028888888888886,44.7,13.84,4,1,1
9c5af8a7,15,256.85,17.123333333333335,28.25,5.76,6,1,1
9c5e259b,7,376.84000000000003,53.83428571428572,89.43,13.08,4,1,1
9cef6aca,11,401.85,36.53181818181818,54.51,14.41,6,1,1
9d303a3b,7,443.57,63.36714285714286,96.67,26.77,5,1,1
9d8438f1,10,181.45,18.145,31.51,5.0,6,1,1
9da25915,9,518.3299999999999,57.59222222222221,87.66,30.78,4,1,1
9dd2da9c,10,148.13,14.812999999999999,21.02,10.1,7,1,1
9e9bbdaa,8,126.25,15.78125,22.29,10.65,6,1,1
9f0e71fd,12,442.53,36.8775,56.11,5.33,6,1,1
9f0f9b3d,6,88.4,14.733333333333334,21.57,8.1,4,1,1
9f1a983b,10,171.87,17.187,28.05,6.3,5,1,1
9f218fd6,7,310.19,44.31285714285714,54.23,31.07,6,1,1
9f7d15b5,5,266.05,53.21,81.82,20.47,4,1,1
9fa05633,11,600.83,54.620909090909095,85.94,28.3,7,1,1
9fc1570b,11,345.68,31.425454545454546,44.99,16.63,4,1,1
a021ce00,8,119.94,14.9925,21.66,7.56,5,1,1
a0578588,9,172.93,19.214444444444446,26.77,5.0,5,1,1
a05deb30,6,502.76,83.79333333333334,122.73,50.25,5,1,1
a0dd7578,9,414.56,46.062222222222225,76.64,22.97,6,1,1
a0f3bb7a,8,393.0,49.125,64.28,37.06,4,1,1
a107c2c0,12,173.48,14.456666666666665,18.66,5.21,4,1,1
a143fa34,9,115.47,12.83,20.97,5.0,5,1,1
a16123a1,12,715.5,59.625,112.97,30.6,6,1,1
a1bbbbb8,6,105.99,17.665,22.77,10.22,5,1,1
a1c75480,8,115.69,14.46125,19.87,5.52,5,1,1
a2a4bfc4,13,416.81,32.06230769230769,62.18,10.13,7,1,1
a2d56049,8,431.75,53.96875,71.12,25.9,5,1,1
a301b62b,10,428.3,42.83,55.4,29.14,6,1,1
a33f3ea1,13,480.46,36.958461538461535,75.44,20.22,6,1,1
a355ae8e,6,91.94,15.323333333333332,19.99,12.49,5,1,1
a3615856,7,174.29000000000002,24.898571428571433,40.29,13.12,5,1,1
a3a21e5b,10,150.81,15.081,23.03,7.8,5,1,1
a4aeee5c,14,850.5,60.75,97.81,26.5,7,1,1
a4bdeef4,14,494.63,35.330714285714286,51.44,5.0,6,1,1
a4d884b0,14,1307.95,93.425,141.23,46.79,5,-1,1
a51d01de,6,281.57,46.928333333333335,71.09,25.69,3,1,1
a55db17e,8,104.42999999999999,13.053749999999999,21.72,5.0,6,1,1
a5ba196b,4,168.18,42.045,56.24,25.03,2,1,1
a625c3d8,9,147.48000000000002,16.38666666666667,20.66,10.21,5,1,1
a6979797,8,836.7,104.5875,149.5,64.45,5,-1,1
a6a0d673,7,104.26,14.894285714285715,24.93,5.47,4,1,1
a70c2d67,8,537.82,67.2275,94.2,44.04,4,1,1
a70fb7fc,11,314.97,28.633636363636366,40.66,17.59,6,1,1
a720216a,10,391.44,39.144,58.04,15.0,5,1,1
a742e832,10,172.4,17.240000000000002,21.22,11.16,5,1,1
a873d1d3,13,613.81,47.216153846153844,69.58,17.87,5,1,1
a89726a7,10,365.92,36.592,55.72,18.39,6,1,1
a8d99d5c,10,322.41,32.241,51.47,24.07,4,1,1
a95212b0,4,68.33,17.0825,26.53,10.36,3,1,1
a9530c89,6,423.35,70.55833333333334,83.31,37.04,5,1,1
a9920992,6,466.06,77.67666666666666,120.17,30.76,2,-1,-1
aa0e2f4b,11,359.31,32.664545454545454,42.83,21.56,6,1,1
aa3b345f,11,188.28,17.116363636363637,23.12,8.4,6,1,1
aa4cdfe1,8,939.11,117.38875,158.08,52.11,5,-1,1
aa6fff4f,7,444.39,63.48428571428571,89.16,42.55,4,1,1
aad2fff7,11,540.06,49.096363636363634,87.34,12.97,6,1,1
ab11f37f,7,112.52,16.074285714285715,21.29,9.6,4,1,1
ab37c05e,11,291.35,26.486363636363638,34.6,15.74,4,1,1
ab4bf5c0,13,897.02,69.00153846153846,117.71,19.52,6,1,1
ab54fad8,10,164.23000000000002,16.423000000000002,27.55,10.51,6,1,1
ab9c5a4a,9,130.26,14.473333333333333,17.5,5.0,6,1,1
abb307e7,7,121.82,17.40285714285714,25.9,8.95,3,1,1
abc2ad94,4,379.25,94.8125,113.92,61.07,4,-1,1
ac3b15f6,11,139.32999999999998,12.666363636363634,20.65,5.0,4,1,1
ac4482b1,5,443.48,88.696,112.55,72.91,4,-1,-1
ac7f95c9,15,454.64,30.30933333333333,46.78,19.12,6,1,1
acb66c01,6,308.88,51.48,73.81,33.28,4,1,1
acff186f,10,398.36,39.836,60.57,20.6,5,1,1
ad554efe,14,330.7,23.62142857142857,51.63,11.35,6,1,1
ad876f99,10,463.74,46.374,75.61,22.94,4,1,1
ad9942d7,15,561.8,37.45333333333333,61.84,21.5,7,1,1
ae6111cb,5,127.15,25.43,38.52,10.79,4,1,1
af1c24a5,13,1134.11,87.23923076923076,127.81,14.82,7,-1,-1
af4f5a82,10,665.19,66.519,96.3,41.87,5,1,1
af62832c,14,464.2,33.15714285714286,64.54,13.11,6,1,1
af8a3429,11,178.63,16.23909090909091,26.79,5.0,7,1,1
af8e103a,9,510.33,56.70333333333333,67.93,44.83,4,1,1
afcf1444,9,177.53,19.725555555555555,29.9,5.5,4,1,1
afe66994,10,489.53,48.952999999999996,92.37,18.0,6,1,1
b03f3cf3,14,1040.38,74.31285714285715,112.4,26.38,6,1,1
b0e1c25b,7,426.64,60.94857142857143,73.33,28.55,6,1,1
b1236b00,11,359.85,32.71363636363637,52.7,7.84,5,1,1
b15ada54,14,528.13,37.723571428571425,58.92,6.57,7,1,1
b1d6532d,7,97.84,13.977142857142857,17.97,8.01,5,1,1
b2205548,5,222.56,44.512,77.23,24.47,4,1,1
b351ca42,10,396.47,39.647000000000006,54.59,31.44,5,1,1
b3aee377,11,926.53,84.23,128.01,47.44,6,1,1
b3d91d5f,8,150.34,18.7925,22.97,12.83,6,1,1
b3eda3cf,10,161.27,16.127000000000002,20.61,12.64,4,1,1
b3f6251a,8,159.2,19.9,31.5,7.83,5,1,1
b433cf2c,14,213.8,15.271428571428572,20.26,11.49,5,1,1
b48b8c38,8,516.73,64.59125,93.43,25.35,4,1,1
b4c0ad1e,8,120.45,15.05625,19.99,5.0,5,1,1
b4f74298,11,375.87,34.17,45.66,20.46,6,1,1
b5072dd8,16,979.59,61.224375,86.24,37.84,6,1,1
b52d582e,7,575.88,82.26857142857143,120.27,55.87,4,1,1
b563d670,5,192.24,38.448,56.18,11.08,5,1,1
b5f24c5a,5,331.52,66.304,88.08,53.87,2,-1,-1
b65859c6,8,122.98,15.3725,22.55,6.91,5,1,1
b6652601,5,73.37,14.674000000000001,22.76,6.88,3,1,1
b6ab1f70,11,210.98,19.18,29.9,12.69,4,1,1
b74c31e4,5,75.45,15.09,18.72,11.35,3,1,1
b7b63220,8,117.75,14.71875,17.18,10.39,5,1,1
b7ddb960,6,174.59,29.098333333333333,40.92,15.51,5,1,1
b85360ac,8,494.98,61.8725,113.89,32.18,3,1,1
b90d0e04,11,539.77,49.07,93.62,19.27,4,1,1
b971c227,11,465.65,42.33181818181818,69.01,23.36,7,1,1
b9f21877,11,416.45,37.85909090909091,46.95,19.56,6,1,1
ba081ca1,9,158.73,17.636666666666667,26.41,9.07,5,1,1
ba63ea90,8,123.76,15.47,23.74,8.47,5,1,1
ba89e96d,5,96.54,19.308,26.91,12.72,3,1,1
baaaa800,12,321.17,26.764166666666668,34.65,15.34,6,1,1
babccc86,7,106.86,15.265714285714285,24.51,9.21,6,1,1
bac26ddd,8,143.82999999999998,17.978749999999998,20.77,14.83,4,1,1
baf06705,13,666.65,51.28076923076923,80.69,27.61,6,1,1
bb56fc76,11,582.54,52.958181818181814,82.54,29.63,6,1,1
bb79ecc6,11,979.74,89.06727272727272,154.11,44.8,6,-1,1
bb98fc5e,8,124.36999999999999,15.546249999999999,25.0,10.77,4,1,1
bbede70e,13,315.74,24.287692307692307,38.26,14.1,6,1,1
bc20f007,16,343.17,21.448125,33.39,5.0,6,1,1
bcf0da14,7,226.89,32.41285714285714,45.42,19.02,3,1,1
bd20895a,12,761.4,63.449999999999996,84.59,35.84,4,1,1
bd33dce1,13,187.82,14.447692307692307,19.54,8.64,5,1,1
bd445796,9,532.9599999999999,59.21777777777777,83.46,40.55,6,1,1
bd5753ec,8,130.4,16.3,23.64,9.91,5,1,1
bd66c34d,12,947.72,78.97666666666667,113.3,55.8,6,1,1
c046891e,9,116.15,12.905555555555557,18.93,6.31,5,1,1
c0527f67,10,1187.74,118.774,156.42,80.87,4,-1,-1
c05e3c10,10,653.79,65.37899999999999,102.28,35.42,5,1,1
c16ace61,9,495.68,55.07555555555555,86.11,29.47,5,1,1
c1cadb2b,14,498.84000000000003,35.63142857142857,48.27,23.64,6,1,1
c1f0b5d8,13,191.48,14.72923076923077,25.49,5.07,5,1,1
c222cd5e,9,114.57,12.729999999999999,18.62,5.0,4,1,1
c22409d5,8,454.03,56.75375,75.81,32.21,6,1,1
c2baddce,13,160.82,12.37076923076923,19.49,5.0,7,1,1
c2cd4e08,9,173.01,19.223333333333333,30.83,12.36,5,1,1
c35dc5bc,16,263.91,16.494375,24.45,8.44,6,1,1
c35dfff3,9,193.25,21.47222222222222,27.89,12.37,5,1,1
c3715451,11,1035.39,94.12636363636365,127.38,53.11,6,1,1
c378557f,13,1099.45,84.57307692307693,118.17,36.81,5,1,1
c3bab453,13,897.23,69.01769230769231,126.06,5.0,7,-1,-1
c3edd50e,17,896.13,52.7135294117647,100.94,14.93,7,1,1
c3f91b4e,9,129.54,14.393333333333333,26.23,5.0,5,1,1
c4297f1f,8,375.33,46.91625,65.79,33.02,6,1,1
c4414baf,16,542.4399999999999,33.902499999999996,49.17,7.87,7,1,1
c4cdaa22,9,363.14,40.34888888888889,51.48,34.99,6,1,1
c5087939,7,708.48,101.21142857142857,161.25,52.69,4,-1,1
c58e9ca0,12,185.64,15.469999999999999,22.71,9.55,6,1,1
c5cd8915,14,215.11,15.365,25.79,8.1,6,1,1
c5e04abe,8,99.72,12.465,23.23,7.22,6,1,1
c5ee75e1,14,467.97,33.42642857142857,57.35,18.82,6,1,1
c5f160ac,14,488.96000000000004,34.925714285714285,49.67,5.0,6,1,1
c68a1825,9,817.35,90.81666666666666,140.14,26.81,5,1,1
c6942143,6,82.29,13.715000000000002,18.93,9.68,3,1,1
c69d8fa4,4,251.48,62.87,81.1,33.04,3,1,1
c6b7b477,10,324.63,32.463,47.77,20.28,4,1,1
c6d5f480,9,733.02,81.44666666666666,127.4,61.18,5,1,1
c6ed2150,9,138.01,15.334444444444443,23.22,5.0,5,1,1
c6f98929,10,161.64,16.163999999999998,25.95,7.62,7,1,1
c702035c,6,510.56,85.09333333333333,93.39,77.4,4,-1,-1
c716dbe4,10,392.83,39.283,49.7,20.48,5,1,1
c77a496c,15,669.0699999999999,44.60466666666666,69.68,22.38,6,1,1
c783ff3f,15,225.67000000000002,15.044666666666668,24.84,7.73,6,1,1
c7a08359,18,572.4399999999999,31.80222222222222,54.8,5.0,7,1,-1
c7be4e87,11,552.23,50.20272727272727,66.98,32.02,5,1,1
c7ccb6ca,7,156.82,22.40285714285714,30.78,15.08,5,1,1
c7cd3ae3,12,171.49,14.290833333333333,20.96,5.68,5,1,1
c853bea5,14,210.46,15.032857142857143,22.25,7.97,6,1,1
c85d55f3,9,287.37,31.93,46.48,5.8,6,1,1
c9190915,6,96.06,16.01,22.91,6.42,5,1,1
c9323293,8,592.22,74.0275,94.74,49.24,6,1,1
ca0ff74c,8,676.6,84.575,108.93,62.53,4,1,1
ca14cdfd,12,696.57,58.04750000000001,89.93,28.1,5,1,1
ca4663be,12,184.2,15.35,28.74,5.0,7,1,1
cae7218c,15,527.33,35.15533333333334,63.72,11.83,5,1,1
cb9a57d6,11,350.40999999999997,31.855454545454542,52.19,9.28,7,1,1
cbf9724a,8,130.07999999999998,16.259999999999998,20.43,8.61,4,1,1
cc5548e6,8,122.48,15.31,19.63,5.0,3,1,1
cc641140,19,270.48,14.235789473684212,22.3,5.36,6,1,-1
cc7dd5cc,16,1643.68,102.73,152.89,29.35,6,-1,-1
ccf4577b,6,328.63,54.77166666666667,78.16,35.25,5,1,1
cd3efdf4,10,420.51,42.051,67.03,22.51,6,1,1
cd7a1b5b,13,716.86,55.143076923076926,81.1,20.16,6,1,1
cdfb7bef,12,189.05,15.754166666666668,28.12,9.18,6,1,1
ce35e02b,9,944.6,104.95555555555556,164.98,59.25,5,-1,1
ce3e1b56,10,321.06,32.106,45.56,22.51,6,1,1
ce451d5d,7,555.65,79.37857142857142,108.22,53.48,5,1,1
cf12d9f1,6,268.98,44.830000000000005,70.73,13.79,5,1,1
cfbfc866,8,117.88,14.735,24.83,5.0,5,1,1
d022c52e,8,221.67,27.70875,37.9,16.0,4,1,1
d0adebe7,3,47.17,15.723333333333334,16.26,15.17,3,1,1
d125e8fe,7,285.37,40.76714285714286,56.07,25.08,6,1,1
d17a3b1f,13,602.39,46.33769230769231,68.62,30.11,6,1,1
d1abf3d1,11,171.41,15.582727272727272,22.35,5.15,5,1,1
